District,Crop,Year,Cultivated Area,Production,Agro_Ecological_Zone,Crop_standardized,Yield,Season_Maha,Season_Yala,SpatialCheck_Supported envelope,SpatialCheck_Unverified,AEZ_Dry Zone,AEZ_Intermediate Zone,AEZ_Unknown,AEZ_Up Country Intermediate Zone,AEZ_Up Country Wet Zone,AEZ_Wet Zone,District_encoded,Crop_encoded
Badulla,Green Gram,2018,42.57,302.12,Up-country Intermediate,Green Gram,7.097016678412027,True,False,True,False,False,False,False,True,False,False,2,17
Badulla,Leeks,2018,77.81,848.96,Up-country Intermediate,Leeks,10.91067986120036,True,False,True,False,False,False,False,True,False,False,2,19
Badulla,Leeks,2018,80.26,846.35,Up-country Intermediate,Leeks,10.545103413904808,True,False,True,False,False,False,False,True,False,False,2,19
Badulla,Papaya,2018,138.92,3412.4,Up-country Intermediate,Papaya,24.563777713792113,True,False,False,True,False,False,False,True,False,False,2,25
Badulla,Papaya,2018,191.21,6162.32,Up-country Intermediate,Papaya,32.22802154699022,True,False,False,True,False,False,False,True,False,False,2,25
Badulla,Pumpkin,2018,77.79,1129.62,Up-country Intermediate,Pumpkin,14.521403779406091,True,False,False,True,False,False,False,True,False,False,2,29
Badulla,Red Onion,2018,56.42,553.19,Up-country Intermediate,Red Onion,9.804856433888693,True,False,True,False,False,False,False,True,False,False,2,30
Badulla,Sesame,2018,40.76,279.74,Up-country Intermediate,Gingelly,6.863101079489696,True,False,False,True,False,False,False,True,False,False,2,15
Badulla,Sweet Potato,2018,80.03,1425.79,Up-country Intermediate,Sweet Potatoes,17.815694114706986,True,False,True,False,False,False,False,True,False,False,2,35
Badulla,Sweet Potato,2018,113.15,1303.07,Up-country Intermediate,Sweet Potatoes,11.51630578877596,True,False,True,False,False,False,False,True,False,False,2,35
Badulla,Tea,2018,224.56,5613.98,Up-country Intermediate,Tea,24.999910936943355,True,False,True,False,False,False,False,True,False,False,2,37
Badulla,Tomato,2018,103.14,1361.31,Up-country Intermediate,Tomato,13.198662012798138,True,False,False,True,False,False,False,True,False,False,2,38
Badulla,Turmeric,2018,54.75,605.34,Up-country Intermediate,Turmeric,11.056438356164383,True,False,True,False,False,False,False,True,False,False,2,39
Badulla,Watermelon,2018,148.52,3367.35,Up-country Intermediate,Watermelon,22.67270401292755,True,False,False,True,False,False,False,True,False,False,2,40
Badulla,Watermelon,2018,128.93,2229.34,Up-country Intermediate,Watermelon,17.291088187388507,True,False,False,True,False,False,False,True,False,False,2,40
Badulla,Watermelon,2018,159.28,3305.06,Up-country Intermediate,Watermelon,20.75,True,False,False,True,False,False,False,True,False,False,2,40
Badulla,Yam,2018,89.67,1039.12,Up-country Intermediate,Yam,11.588268094122894,True,False,False,True,False,False,False,True,False,False,2,41
Badulla,Ash Plantain,2018,134.72,4049.09,Up-country Intermediate,Ash Plantain,30.05559679334917,False,True,False,True,False,False,False,True,False,False,2,0
Badulla,Banana,2018,118.09,4469.98,Up-country Intermediate,Banana,37.8523160301465,False,True,False,True,False,False,False,True,False,False,2,1
Badulla,Banana,2018,137.06,3959.04,Up-country Intermediate,Banana,28.88545162702466,False,True,False,True,False,False,False,True,False,False,2,1
Badulla,Banana,2018,116.71,3758.18,Up-country Intermediate,Banana,32.20101105303744,False,True,False,True,False,False,False,True,False,False,2,1
Badulla,Beans,2018,53.91,557.85,Up-country Intermediate,Beans,10.347801892042293,False,True,True,False,False,False,False,True,False,False,2,2
Badulla,Beans,2018,74.07,725.62,Up-country Intermediate,Beans,9.796408802484137,False,True,True,False,False,False,False,True,False,False,2,2
Badulla,Carrot,2018,82.01,1262.65,Up-country Intermediate,Carrot,15.396293134983539,False,True,True,False,False,False,False,True,False,False,2,8
Badulla,Carrot,2018,109.39,1836.75,Up-country Intermediate,Carrot,16.790840113355884,False,True,True,False,False,False,False,True,False,False,2,8
Badulla,Carrot,2018,72.73,1091.91,Up-country Intermediate,Carrot,15.013199505018562,False,True,True,False,False,False,False,True,False,False,2,8
Badulla,Chilli,2018,44.51,346.43,Up-country Intermediate,Chillies (Green),7.783194787688161,False,True,True,False,False,False,False,True,False,False,2,10
Badulla,Chilli,2018,35.6,270.48,Up-country Intermediate,Chillies (Green),7.597752808988764,False,True,True,False,False,False,False,True,False,False,2,10
Badulla,Coconut,2018,140.57,4582.26,Up-country Intermediate,Coconut,32.597709326314295,False,True,False,True,False,False,False,True,False,False,2,12
Badulla,Cucumber,2018,94.47,1537.41,Up-country Intermediate,Cucumber,16.27405525563671,False,True,False,True,False,False,False,True,False,False,2,14
Badulla,Maize,2018,81.85,1233.79,Up-country Intermediate,Maize,15.07379352474038,False,True,True,False,False,False,False,True,False,False,2,21
Badulla,Papaya,2018,119.5,3108.63,Up-country Intermediate,Papaya,26.013640167364017,False,True,False,True,False,False,False,True,False,False,2,25
Badulla,Pepper,2018,34.75,191.54,Up-country Intermediate,Pepper,5.511942446043165,False,True,True,False,False,False,False,True,False,False,2,26
Badulla,Potato,2018,117.89,2362.38,Up-country Intermediate,Potatoes,20.038849775214185,False,True,True,False,False,False,False,True,False,False,2,28
Badulla,Potato,2018,90.55,1687.61,Up-country Intermediate,Potatoes,18.637327443401436,False,True,True,False,False,False,False,True,False,False,2,28
Badulla,Red Onion,2018,71.25,790.75,Up-country Intermediate,Red Onion,11.098245614035088,False,True,True,False,False,False,False,True,False,False,2,30
Badulla,Sesame,2018,44.69,203.32,Up-country Intermediate,Gingelly,4.549563660774223,False,True,False,True,False,False,False,True,False,False,2,15
Badulla,Snake Gourd,2018,72.32,591.66,Up-country Intermediate,Snake Gourd,8.181139380530974,False,True,False,True,False,False,False,True,False,False,2,33
Badulla,Snake Gourd,2018,98.24,1085.09,Up-country Intermediate,Snake Gourd,11.045297231270357,False,True,False,True,False,False,False,True,False,False,2,33
Badulla,Tea,2018,199.0,5096.02,Up-country Intermediate,Tea,25.60814070351759,False,True,True,False,False,False,False,True,False,False,2,37
Badulla,Tomato,2018,100.06,1376.37,Up-country Intermediate,Tomato,13.755446731960822,False,True,False,True,False,False,False,True,False,False,2,38
Badulla,Watermelon,2018,114.71,2489.98,Up-country Intermediate,Watermelon,21.706738732455758,False,True,False,True,False,False,False,True,False,False,2,40
Batticaloa,Ash Plantain,2018,132.72,4519.42,Dry,Ash Plantain,34.05229053646775,True,False,False,True,True,False,False,False,False,False,3,0
Batticaloa,Banana,2018,116.64,3383.36,Dry,Banana,29.006858710562415,True,False,False,True,True,False,False,False,False,False,3,1
Batticaloa,Banana,2018,145.12,5770.69,Dry,Banana,39.76495314222712,True,False,False,True,True,False,False,False,False,False,3,1
Batticaloa,Banana,2018,144.07,4078.32,Dry,Banana,28.307905879086558,True,False,False,True,True,False,False,False,False,False,3,1
Batticaloa,Big Onion,2018,55.9,572.45,Dry,Big Onion,10.240608228980323,True,False,True,False,True,False,False,False,False,False,3,3
Batticaloa,Carrot,2018,65.96,977.64,Dry,Carrot,14.82171012734991,True,False,True,False,True,False,False,False,False,False,3,8
Batticaloa,Carrot,2018,73.03,1071.4,Dry,Carrot,14.67068328084349,True,False,True,False,True,False,False,False,False,False,3,8
Batticaloa,Carrot,2018,98.26,1811.22,Dry,Carrot,18.432933034805618,True,False,True,False,True,False,False,False,False,False,3,8
Batticaloa,Chilli,2018,43.21,249.29,Dry,Chillies (Green),5.769266373524647,True,False,True,False,True,False,False,False,False,False,3,10
Batticaloa,Chilli,2018,70.11,436.02,Dry,Chillies (Green),6.219084296106119,True,False,True,False,True,False,False,False,False,False,3,10
Batticaloa,Cowpea,2018,66.97,449.31,Dry,Cowpea,6.709123488129013,True,False,True,False,True,False,False,False,False,False,3,13
Batticaloa,Groundnut,2018,47.81,389.99,Dry,Ground Nuts,8.157080108763857,True,False,True,False,True,False,False,False,False,False,3,18
Batticaloa,Papaya,2018,109.49,3681.09,Dry,Papaya,33.620330623801266,True,False,False,True,True,False,False,False,False,False,3,25
Batticaloa,Pumpkin,2018,102.56,1933.79,Dry,Pumpkin,18.85520670826833,True,False,False,True,True,False,False,False,False,False,3,29
Batticaloa,Pumpkin,2018,78.35,1023.55,Dry,Pumpkin,13.063816209317167,True,False,False,True,True,False,False,False,False,False,3,29
Batticaloa,Pumpkin,2018,73.9,1144.34,Dry,Pumpkin,15.484979702300404,True,False,False,True,True,False,False,False,False,False,3,29
Batticaloa,Sesame,2018,31.28,188.61,Dry,Gingelly,6.029731457800512,True,False,False,True,True,False,False,False,False,False,3,15
Batticaloa,Sweet Potato,2018,81.49,1053.48,Dry,Sweet Potatoes,12.927721192784391,True,False,True,False,True,False,False,False,False,False,3,35
Batticaloa,Turmeric,2018,43.24,455.92,Dry,Turmeric,10.543940795559667,True,False,True,False,True,False,False,False,False,False,3,39
Batticaloa,Watermelon,2018,118.4,2119.51,Dry,Watermelon,17.901266891891893,True,False,False,True,True,False,False,False,False,False,3,40
Batticaloa,Watermelon,2018,144.17,2771.52,Dry,Watermelon,19.2239717000763,True,False,False,True,True,False,False,False,False,False,3,40
Batticaloa,Yam,2018,72.07,974.65,Dry,Yam,13.523657555154712,True,False,False,True,True,False,False,False,False,False,3,41
Batticaloa,Yam,2018,80.81,1166.74,Dry,Yam,14.438064595965846,True,False,False,True,True,False,False,False,False,False,3,41
Batticaloa,Ash Plantain,2018,205.22,6166.81,Dry,Ash Plantain,30.049751486209924,False,True,False,True,True,False,False,False,False,False,3,0
Batticaloa,Banana,2018,143.24,4488.05,Dry,Banana,31.332379223680537,False,True,False,True,True,False,False,False,False,False,3,1
Batticaloa,Banana,2018,159.6,5485.09,Dry,Banana,34.367731829573934,False,True,False,True,True,False,False,False,False,False,3,1
Batticaloa,Black Gram,2018,26.01,182.93,Dry,Black Gram,7.033064206074586,False,True,False,True,True,False,False,False,False,False,3,5
Batticaloa,Brinjal,2018,118.06,1106.73,Dry,Brinjal,9.374301202778248,False,True,False,True,True,False,False,False,False,False,3,6
Batticaloa,Carrot,2018,60.98,1076.64,Dry,Carrot,17.655624795014763,False,True,True,False,True,False,False,False,False,False,3,8
Batticaloa,Carrot,2018,67.49,1094.82,Dry,Carrot,16.2219588087124,False,True,True,False,True,False,False,False,False,False,3,8
Batticaloa,Chilli,2018,42.89,353.89,Dry,Chillies (Green),8.251107484262066,False,True,True,False,True,False,False,False,False,False,3,10
Batticaloa,Chilli,2018,66.31,521.91,Dry,Chillies (Green),7.870758558286834,False,True,True,False,True,False,False,False,False,False,3,10
Batticaloa,Chilli,2018,48.11,366.0,Dry,Chillies (Green),7.607565994595718,False,True,True,False,True,False,False,False,False,False,3,10
Batticaloa,Coconut,2018,164.09,4593.23,Dry,Coconut,27.992138460600888,False,True,False,True,True,False,False,False,False,False,3,12
Batticaloa,Green Gram,2018,47.23,361.8,Dry,Green Gram,7.660385348295575,False,True,True,False,True,False,False,False,False,False,3,17
Batticaloa,Long Bean,2018,64.54,557.56,Dry,Long Bean,8.63898357607685,False,True,False,True,True,False,False,False,False,False,3,20
Batticaloa,Okra,2018,58.4,542.32,Dry,Okra,9.286301369863015,False,True,False,True,True,False,False,False,False,False,3,24
Batticaloa,Okra,2018,47.24,463.22,Dry,Okra,9.80567315834039,False,True,False,True,True,False,False,False,False,False,3,24
Batticaloa,Papaya,2018,85.66,2294.37,Dry,Papaya,26.784613588606117,False,True,False,True,True,False,False,False,False,False,3,25
Batticaloa,Red Onion,2018,39.86,452.05,Dry,Red Onion,11.340943301555445,False,True,True,False,True,False,False,False,False,False,3,30
Batticaloa,Red Onion,2018,44.36,483.38,Dry,Red Onion,10.896753832281334,False,True,True,False,True,False,False,False,False,False,3,30
Batticaloa,Ridge Gourd,2018,88.32,880.12,Dry,Ridge Gourd,9.965126811594203,False,True,False,True,True,False,False,False,False,False,3,32
Batticaloa,Sesame,2018,30.94,182.62,Dry,Gingelly,5.902391725921138,False,True,False,True,True,False,False,False,False,False,3,15
Batticaloa,Soybean,2018,77.24,852.43,Dry,Soybean,11.036121180735371,False,True,False,True,True,False,False,False,False,False,3,34
Batticaloa,Turmeric,2018,62.39,668.97,Dry,Turmeric,10.722391408879629,False,True,True,False,True,False,False,False,False,False,3,39
Colombo,Ash Plantain,2018,128.43,4453.62,Wet,Ash Plantain,34.6774118196683,True,False,False,True,False,False,False,False,False,True,4,0
Colombo,Banana,2018,212.12,7485.4,Wet,Banana,35.28851593437677,True,False,False,True,False,False,False,False,False,True,4,1
Colombo,Banana,2018,175.03,6451.92,Wet,Banana,36.861795120836426,True,False,False,True,False,False,False,False,False,True,4,1
Colombo,Banana,2018,244.05,7204.68,Wet,Banana,29.521327596803932,True,False,False,True,False,False,False,False,False,True,4,1
Colombo,Bitter Gourd,2018,41.11,389.0,Wet,Bitter Gourd,9.462417903186573,True,False,False,True,False,False,False,False,False,True,4,4
Colombo,Carrot,2018,78.76,1203.42,Wet,Carrot,15.279583544946673,True,False,True,False,False,False,False,False,False,True,4,8
Colombo,Carrot,2018,98.89,1563.52,Wet,Carrot,15.81069875619375,True,False,True,False,False,False,False,False,False,True,4,8
Colombo,Chilli,2018,77.0,535.76,Wet,Chillies (Green),6.957922077922078,True,False,True,False,False,False,False,False,False,True,4,10
