District,Season,Crop,Year,Cultivated Area,Production,Agro_Ecological_Zone,Spatial_Check,AEZ_standardized,Crop_standardized,Yield
Ampara,Maha,Red Onion,2018,52.79,462.73,Dry,Supported envelope,Dry Zone,Red Onion,8.76548588747869
Ampara,Maha,Rice,2018,202.61,4708.09,Dry,Unverified,Dry Zone,Rice,23.237204481516212
Ampara,Maha,Ridge Gourd,2018,48.44,567.07,Dry,Unverified,Dry Zone,Ridge Gourd,11.706647398843932
Ampara,Maha,Sesame,2018,64.89,363.53,Dry,Unverified,Dry Zone,Gingelly,5.602249961473262
Ampara,Maha,Soybean,2018,45.7,370.08,Dry,Unverified,Dry Zone,Soybean,8.098030634573304
Ampara,Maha,Sweet Potato,2018,59.2,747.83,Dry,Supported envelope,Dry Zone,Sweet Potatoes,12.632263513513514
Ampara,Maha,Sweet Potato,2018,68.76,852.63,Dry,Supported envelope,Dry Zone,Sweet Potatoes,12.400087260034903
Ampara,Maha,Taro,2018,86.91,1035.97,Dry,Unverified,Dry Zone,Taro,11.920032217236223
Ampara,Maha,Tomato,2018,59.02,772.16,Dry,Unverified,Dry Zone,Tomato,13.083022704168078
Ampara,Maha,Watermelon,2018,108.08,2167.99,Dry,Unverified,Dry Zone,Watermelon,20.059122871946705
Ampara,Maha,Watermelon,2018,175.76,3048.27,Dry,Unverified,Dry Zone,Watermelon,17.343365953573056
Ampara,Maha,Watermelon,2018,121.87,2399.99,Dry,Unverified,Dry Zone,Watermelon,19.693033560351193
Ampara,Maha,Watermelon,2018,83.38,1872.29,Dry,Unverified,Dry Zone,Watermelon,22.45490525305829
Ampara,Maha,Yam,2018,88.81,1292.93,Dry,Unverified,Dry Zone,Yam,14.558383064970162
Ampara,Yala,Banana,2018,198.07,5527.73,Dry,Unverified,Dry Zone,Banana,27.907961831675667
Ampara,Yala,Big Onion,2018,50.0,461.01,Dry,Supported envelope,Dry Zone,Big Onion,9.2202
Ampara,Yala,Big Onion,2018,56.71,671.79,Dry,Supported envelope,Dry Zone,Big Onion,11.846058896138246
Ampara,Yala,Cassava,2018,160.89,3782.07,Dry,Supported envelope,Dry Zone,Manioc,23.507178817825846
Ampara,Yala,Chilli,2018,74.34,574.98,Dry,Supported envelope,Dry Zone,Chillies (Green),7.734463276836158
Ampara,Yala,Coconut,2018,172.58,5174.58,Dry,Unverified,Dry Zone,Coconut,29.98365975199907
Ampara,Yala,Cucumber,2018,75.14,1014.74,Dry,Unverified,Dry Zone,Cucumber,13.504657971786
Ampara,Yala,Ginger,2018,78.68,1227.91,Dry,Supported envelope,Dry Zone,Ginger,15.60638027452974
Ampara,Yala,Groundnut,2018,49.81,470.46,Dry,Supported envelope,Dry Zone,Ground Nuts,9.445091347119051
Ampara,Yala,Long Bean,2018,82.26,1091.21,Dry,Unverified,Dry Zone,Long Bean,13.265378069535618
Ampara,Yala,Maize,2018,96.48,1767.17,Dry,Supported envelope,Dry Zone,Maize,18.31643864013267
Ampara,Yala,Okra,2018,45.91,369.2,Dry,Unverified,Dry Zone,Okra,8.041820954040514
Ampara,Yala,Okra,2018,71.54,646.66,Dry,Unverified,Dry Zone,Okra,9.039138943248531
Ampara,Yala,Papaya,2018,126.84,3464.31,Dry,Unverified,Dry Zone,Papaya,27.31244087038789
Ampara,Yala,Red Onion,2018,51.99,514.58,Dry,Supported envelope,Dry Zone,Red Onion,9.8976726293518
Ampara,Yala,Snake Gourd,2018,76.32,771.69,Dry,Unverified,Dry Zone,Snake Gourd,10.111242138364782
Ampara,Yala,Taro,2018,45.05,627.6,Dry,Unverified,Dry Zone,Taro,13.93118756936737
Ampara,Yala,Tomato,2018,55.3,762.49,Dry,Unverified,Dry Zone,Tomato,13.788245931283907
Ampara,Yala,Turmeric,2018,52.69,631.13,Dry,Supported envelope,Dry Zone,Turmeric,11.978174226608465
Ampara,Yala,Watermelon,2018,100.4,2049.9,Dry,Unverified,Dry Zone,Watermelon,20.417330677290835
Ampara,Yala,Watermelon,2018,89.66,1687.6,Dry,Unverified,Dry Zone,Watermelon,18.82221726522418
Anuradhapura,Maha,Banana,2018,222.24,7040.25,Dry,Unverified,Dry Zone,Banana,31.67859071274298
Anuradhapura,Maha,Banana,2018,209.33,4988.61,Dry,Unverified,Dry Zone,Banana,23.831318970047292
Anuradhapura,Maha,Banana,2018,312.34,9349.28,Dry,Unverified,Dry Zone,Banana,29.933021707114047
Anuradhapura,Maha,Banana,2018,263.39,8329.2,Dry,Unverified,Dry Zone,Banana,31.623068453623908
Anuradhapura,Maha,Banana,2018,212.38,5860.56,Dry,Unverified,Dry Zone,Banana,27.594688765420475
Anuradhapura,Maha,Banana,2018,201.49,7216.44,Dry,Unverified,Dry Zone,Banana,35.81537545287607
Anuradhapura,Maha,Banana,2018,222.66,7165.54,Dry,Unverified,Dry Zone,Banana,32.18153238120902
Anuradhapura,Maha,Banana,2018,179.83,5049.95,Dry,Unverified,Dry Zone,Banana,28.0817994772841
Anuradhapura,Maha,Banana,2018,174.96,7208.73,Dry,Unverified,Dry Zone,Banana,41.20216049382716
Anuradhapura,Maha,Big Onion,2018,98.56,943.38,Dry,Supported envelope,Dry Zone,Big Onion,9.571631493506493
Anuradhapura,Maha,Bitter Gourd,2018,54.28,525.54,Dry,Unverified,Dry Zone,Bitter Gourd,9.682019159911569
Anuradhapura,Maha,Chilli,2018,79.47,573.32,Dry,Supported envelope,Dry Zone,Chillies (Green),7.214294702403423
Anuradhapura,Maha,Coconut,2018,197.99,5798.39,Dry,Unverified,Dry Zone,Coconut,29.286277084701247
Anuradhapura,Maha,Cucumber,2018,74.51,1003.78,Dry,Unverified,Dry Zone,Cucumber,13.471748758555897
Anuradhapura,Maha,Okra,2018,53.22,513.72,Dry,Unverified,Dry Zone,Okra,9.652762119503947
Anuradhapura,Maha,Potato,2018,61.3,1197.41,Dry,Supported envelope,Dry Zone,Potatoes,19.533605220228388
Anuradhapura,Maha,Rice,2018,160.01,3733.33,Dry,Unverified,Dry Zone,Rice,23.331854259108805
Anuradhapura,Maha,Sesame,2018,35.03,183.44,Dry,Unverified,Dry Zone,Gingelly,5.236654296317442
Anuradhapura,Maha,Snake Gourd,2018,67.6,693.28,Dry,Unverified,Dry Zone,Snake Gourd,10.255621301775149
Anuradhapura,Maha,Soybean,2018,48.79,479.83,Dry,Unverified,Dry Zone,Soybean,9.834597253535561
Anuradhapura,Maha,Tomato,2018,82.08,1091.47,Dry,Unverified,Dry Zone,Tomato,13.297636452241717
Anuradhapura,Maha,Watermelon,2018,143.31,2791.3,Dry,Unverified,Dry Zone,Watermelon,19.477356779010538
Anuradhapura,Yala,Banana,2018,220.96,6767.59,Dry,Unverified,Dry Zone,Banana,30.628122737146995
Anuradhapura,Yala,Banana,2018,257.98,9087.61,Dry,Unverified,Dry Zone,Banana,35.226025273276996
Anuradhapura,Yala,Big Onion,2018,56.66,604.13,Dry,Supported envelope,Dry Zone,Big Onion,10.662372043769857
Anuradhapura,Yala,Cassava,2018,118.28,2946.85,Dry,Supported envelope,Dry Zone,Manioc,24.914186675684814
Anuradhapura,Yala,Coconut,2018,154.79,5597.96,Dry,Unverified,Dry Zone,Coconut,36.16486853155889
Anuradhapura,Yala,Cowpea,2018,36.93,267.77,Dry,Supported envelope,Dry Zone,Cowpea,7.250744652044408
Anuradhapura,Yala,Ginger,2018,64.85,683.41,Dry,Supported envelope,Dry Zone,Ginger,10.538319198149576
Anuradhapura,Yala,Ginger,2018,100.57,1298.23,Dry,Supported envelope,Dry Zone,Ginger,12.908720294322364
Anuradhapura,Yala,Groundnut,2018,68.74,664.74,Dry,Supported envelope,Dry Zone,Ground Nuts,9.670352051207448
Anuradhapura,Yala,Long Bean,2018,51.63,500.21,Dry,Unverified,Dry Zone,Long Bean,9.688359480921944
Anuradhapura,Yala,Mango,2018,128.63,2659.8,Dry,Unverified,Dry Zone,Mango,20.677913395008943
Anuradhapura,Yala,Ridge Gourd,2018,43.57,469.81,Dry,Unverified,Dry Zone,Ridge Gourd,10.78287812715171
Anuradhapura,Yala,Ridge Gourd,2018,46.39,362.09,Dry,Unverified,Dry Zone,Ridge Gourd,7.8053459797370115
Anuradhapura,Yala,Snake Gourd,2018,36.36,389.44,Dry,Unverified,Dry Zone,Snake Gourd,10.710671067106711
Anuradhapura,Yala,Sweet Potato,2018,98.39,1138.1,Dry,Supported envelope,Dry Zone,Sweet Potatoes,11.567232442321373
Anuradhapura,Yala,Sweet Potato,2018,104.53,1301.59,Dry,Supported envelope,Dry Zone,Sweet Potatoes,12.451832009949296
Anuradhapura,Yala,Watermelon,2018,317.86,7227.11,Dry,Unverified,Dry Zone,Watermelon,22.736770905430063
Anuradhapura,Yala,Watermelon,2018,156.75,3108.16,Dry,Unverified,Dry Zone,Watermelon,19.828771929824562
Anuradhapura,Yala,Watermelon,2018,180.67,3477.87,Dry,Unverified,Dry Zone,Watermelon,19.249847788786184
Anuradhapura,Yala,Watermelon,2018,217.28,4258.07,Dry,Unverified,Dry Zone,Watermelon,19.597155743740792
Anuradhapura,Yala,Watermelon,2018,151.94,2876.87,Dry,Unverified,Dry Zone,Watermelon,18.934250361984994
Badulla,Maha,Banana,2018,124.01,3848.94,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Banana,31.037335698733973
Badulla,Maha,Banana,2018,179.02,6849.34,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Banana,38.26019439168808
Badulla,Maha,Banana,2018,171.41,6354.23,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Banana,37.070357622075726
Badulla,Maha,Beans,2018,83.08,778.0,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Beans,9.364467982667309
Badulla,Maha,Beans,2018,69.71,661.1,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Beans,9.483574809926841
Badulla,Maha,Beans,2018,67.57,843.03,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Beans,12.47639484978541
Badulla,Maha,Carrot,2018,115.37,1803.69,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Carrot,15.633960301638208
Badulla,Maha,Carrot,2018,86.97,1469.18,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Carrot,16.892951592503163
Badulla,Maha,Chilli,2018,41.51,343.97,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Chillies (Green),8.286437003131777
Badulla,Maha,Coconut,2018,187.6,6162.23,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Coconut,32.8477078891258
Badulla,Maha,Cucumber,2018,75.5,1306.0,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Cucumber,17.29801324503311
Badulla,Maha,Ginger,2018,64.15,883.52,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Ginger,13.772720187061573
Badulla,Maha,Green Gram,2018,32.11,237.79,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Green Gram,7.4054811585175955
Badulla,Maha,Green Gram,2018,99.07,855.44,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Green Gram,8.634702735439589
Badulla,Maha,Green Gram,2018,42.57,302.12,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Green Gram,7.097016678412027
Badulla,Maha,Leeks,2018,77.81,848.96,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Leeks,10.91067986120036
Badulla,Maha,Leeks,2018,80.26,846.35,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Leeks,10.545103413904808
Badulla,Maha,Papaya,2018,138.92,3412.4,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Papaya,24.563777713792113
Badulla,Maha,Papaya,2018,191.21,6162.32,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Papaya,32.22802154699022
Badulla,Maha,Pumpkin,2018,77.79,1129.62,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Pumpkin,14.521403779406091
Badulla,Maha,Red Onion,2018,56.42,553.19,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Red Onion,9.804856433888693
Badulla,Maha,Sesame,2018,40.76,279.74,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Gingelly,6.863101079489696
Badulla,Maha,Sweet Potato,2018,80.03,1425.79,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Sweet Potatoes,17.815694114706986
Badulla,Maha,Sweet Potato,2018,113.15,1303.07,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Sweet Potatoes,11.51630578877596
Badulla,Maha,Tea,2018,224.56,5613.98,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Tea,24.999910936943355
Badulla,Maha,Tomato,2018,103.14,1361.31,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Tomato,13.198662012798138
Badulla,Maha,Turmeric,2018,54.75,605.34,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Turmeric,11.056438356164383
Badulla,Maha,Watermelon,2018,148.52,3367.35,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Watermelon,22.67270401292755
Badulla,Maha,Watermelon,2018,128.93,2229.34,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Watermelon,17.291088187388507
Badulla,Maha,Watermelon,2018,159.28,3305.06,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Watermelon,20.75
Badulla,Maha,Yam,2018,89.67,1039.12,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Yam,11.588268094122894
Badulla,Yala,Ash Plantain,2018,134.72,4049.09,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Ash Plantain,30.05559679334917
Badulla,Yala,Banana,2018,118.09,4469.98,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Banana,37.8523160301465
Badulla,Yala,Banana,2018,137.06,3959.04,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Banana,28.88545162702466
Badulla,Yala,Banana,2018,116.71,3758.18,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Banana,32.20101105303744
Badulla,Yala,Beans,2018,53.91,557.85,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Beans,10.347801892042293
Badulla,Yala,Beans,2018,74.07,725.62,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Beans,9.796408802484137
Badulla,Yala,Carrot,2018,82.01,1262.65,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Carrot,15.396293134983539
Badulla,Yala,Carrot,2018,109.39,1836.75,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Carrot,16.790840113355884
Badulla,Yala,Carrot,2018,72.73,1091.91,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Carrot,15.013199505018562
Badulla,Yala,Chilli,2018,44.51,346.43,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Chillies (Green),7.783194787688161
Badulla,Yala,Chilli,2018,35.6,270.48,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Chillies (Green),7.597752808988764
Badulla,Yala,Coconut,2018,140.57,4582.26,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Coconut,32.597709326314295
Badulla,Yala,Cucumber,2018,94.47,1537.41,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Cucumber,16.27405525563671
Badulla,Yala,Maize,2018,81.85,1233.79,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Maize,15.07379352474038
Badulla,Yala,Papaya,2018,119.5,3108.63,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Papaya,26.013640167364017
Badulla,Yala,Pepper,2018,34.75,191.54,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Pepper,5.511942446043165
Badulla,Yala,Potato,2018,117.89,2362.38,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Potatoes,20.038849775214185
Badulla,Yala,Potato,2018,90.55,1687.61,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Potatoes,18.637327443401436
Badulla,Yala,Red Onion,2018,71.25,790.75,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Red Onion,11.098245614035088
Badulla,Yala,Sesame,2018,44.69,203.32,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Gingelly,4.549563660774223
Badulla,Yala,Snake Gourd,2018,72.32,591.66,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Snake Gourd,8.181139380530974
Badulla,Yala,Snake Gourd,2018,98.24,1085.09,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Snake Gourd,11.045297231270357
Badulla,Yala,Tea,2018,199.0,5096.02,Up-country Intermediate,Supported envelope,Up Country Intermediate Zone,Tea,25.60814070351759
Badulla,Yala,Tomato,2018,100.06,1376.37,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Tomato,13.755446731960822
Badulla,Yala,Watermelon,2018,114.71,2489.98,Up-country Intermediate,Unverified,Up Country Intermediate Zone,Watermelon,21.706738732455758
Batticaloa,Maha,Ash Plantain,2018,132.72,4519.42,Dry,Unverified,Dry Zone,Ash Plantain,34.05229053646775
Batticaloa,Maha,Banana,2018,116.64,3383.36,Dry,Unverified,Dry Zone,Banana,29.006858710562415
Batticaloa,Maha,Banana,2018,145.12,5770.69,Dry,Unverified,Dry Zone,Banana,39.76495314222712
Batticaloa,Maha,Banana,2018,144.07,4078.32,Dry,Unverified,Dry Zone,Banana,28.307905879086558
Batticaloa,Maha,Big Onion,2018,55.9,572.45,Dry,Supported envelope,Dry Zone,Big Onion,10.240608228980323
Batticaloa,Maha,Carrot,2018,65.96,977.64,Dry,Supported envelope,Dry Zone,Carrot,14.82171012734991
Batticaloa,Maha,Carrot,2018,73.03,1071.4,Dry,Supported envelope,Dry Zone,Carrot,14.67068328084349
Batticaloa,Maha,Carrot,2018,98.26,1811.22,Dry,Supported envelope,Dry Zone,Carrot,18.432933034805618
Batticaloa,Maha,Chilli,2018,43.21,249.29,Dry,Supported envelope,Dry Zone,Chillies (Green),5.769266373524647
Batticaloa,Maha,Chilli,2018,70.11,436.02,Dry,Supported envelope,Dry Zone,Chillies (Green),6.219084296106119
Batticaloa,Maha,Cowpea,2018,66.97,449.31,Dry,Supported envelope,Dry Zone,Cowpea,6.709123488129013
Batticaloa,Maha,Groundnut,2018,47.81,389.99,Dry,Supported envelope,Dry Zone,Ground Nuts,8.157080108763857
Batticaloa,Maha,Papaya,2018,109.49,3681.09,Dry,Unverified,Dry Zone,Papaya,33.620330623801266
Batticaloa,Maha,Pumpkin,2018,102.56,1933.79,Dry,Unverified,Dry Zone,Pumpkin,18.85520670826833
Batticaloa,Maha,Pumpkin,2018,78.35,1023.55,Dry,Unverified,Dry Zone,Pumpkin,13.063816209317167
Batticaloa,Maha,Pumpkin,2018,73.9,1144.34,Dry,Unverified,Dry Zone,Pumpkin,15.484979702300404
Batticaloa,Maha,Sesame,2018,31.28,188.61,Dry,Unverified,Dry Zone,Gingelly,6.029731457800512
Batticaloa,Maha,Sweet Potato,2018,81.49,1053.48,Dry,Supported envelope,Dry Zone,Sweet Potatoes,12.927721192784391
Batticaloa,Maha,Turmeric,2018,43.24,455.92,Dry,Supported envelope,Dry Zone,Turmeric,10.543940795559667
Batticaloa,Maha,Watermelon,2018,118.4,2119.51,Dry,Unverified,Dry Zone,Watermelon,17.901266891891893
Batticaloa,Maha,Watermelon,2018,144.17,2771.52,Dry,Unverified,Dry Zone,Watermelon,19.2239717000763
Batticaloa,Maha,Yam,2018,72.07,974.65,Dry,Unverified,Dry Zone,Yam,13.523657555154712
Batticaloa,Maha,Yam,2018,80.81,1166.74,Dry,Unverified,Dry Zone,Yam,14.438064595965846
Batticaloa,Yala,Ash Plantain,2018,205.22,6166.81,Dry,Unverified,Dry Zone,Ash Plantain,30.049751486209924
Batticaloa,Yala,Banana,2018,143.24,4488.05,Dry,Unverified,Dry Zone,Banana,31.332379223680537
Batticaloa,Yala,Banana,2018,159.6,5485.09,Dry,Unverified,Dry Zone,Banana,34.367731829573934
Batticaloa,Yala,Black Gram,2018,26.01,182.93,Dry,Unverified,Dry Zone,Black Gram,7.033064206074586
Batticaloa,Yala,Brinjal,2018,118.06,1106.73,Dry,Unverified,Dry Zone,Brinjal,9.374301202778248
Batticaloa,Yala,Carrot,2018,60.98,1076.64,Dry,Supported envelope,Dry Zone,Carrot,17.655624795014763
Batticaloa,Yala,Carrot,2018,67.49,1094.82,Dry,Supported envelope,Dry Zone,Carrot,16.2219588087124
Batticaloa,Yala,Chilli,2018,42.89,353.89,Dry,Supported envelope,Dry Zone,Chillies (Green),8.251107484262066
Batticaloa,Yala,Chilli,2018,66.31,521.91,Dry,Supported envelope,Dry Zone,Chillies (Green),7.870758558286834
Batticaloa,Yala,Chilli,2018,48.11,366.0,Dry,Supported envelope,Dry Zone,Chillies (Green),7.607565994595718
Batticaloa,Yala,Coconut,2018,164.09,4593.23,Dry,Unverified,Dry Zone,Coconut,27.992138460600888
Batticaloa,Yala,Green Gram,2018,47.23,361.8,Dry,Supported envelope,Dry Zone,Green Gram,7.660385348295575
Batticaloa,Yala,Long Bean,2018,64.54,557.56,Dry,Unverified,Dry Zone,Long Bean,8.63898357607685
Batticaloa,Yala,Okra,2018,58.4,542.32,Dry,Unverified,Dry Zone,Okra,9.286301369863015
Batticaloa,Yala,Okra,2018,47.24,463.22,Dry,Unverified,Dry Zone,Okra,9.80567315834039
Batticaloa,Yala,Papaya,2018,85.66,2294.37,Dry,Unverified,Dry Zone,Papaya,26.784613588606117
Batticaloa,Yala,Red Onion,2018,39.86,452.05,Dry,Supported envelope,Dry Zone,Red Onion,11.340943301555445
Batticaloa,Yala,Red Onion,2018,44.36,483.38,Dry,Supported envelope,Dry Zone,Red Onion,10.896753832281334
Batticaloa,Yala,Ridge Gourd,2018,88.32,880.12,Dry,Unverified,Dry Zone,Ridge Gourd,9.965126811594203
Batticaloa,Yala,Sesame,2018,30.94,182.62,Dry,Unverified,Dry Zone,Gingelly,5.902391725921138
Batticaloa,Yala,Soybean,2018,77.24,852.43,Dry,Unverified,Dry Zone,Soybean,11.036121180735371
Batticaloa,Yala,Turmeric,2018,62.39,668.97,Dry,Supported envelope,Dry Zone,Turmeric,10.722391408879629
Colombo,Maha,Ash Plantain,2018,128.43,4453.62,Wet,Unverified,Wet Zone,Ash Plantain,34.6774118196683
Colombo,Maha,Banana,2018,212.12,7485.4,Wet,Unverified,Wet Zone,Banana,35.28851593437677
Colombo,Maha,Banana,2018,175.03,6451.92,Wet,Unverified,Wet Zone,Banana,36.861795120836426
Colombo,Maha,Banana,2018,244.05,7204.68,Wet,Unverified,Wet Zone,Banana,29.521327596803932
Colombo,Maha,Bitter Gourd,2018,41.11,389.0,Wet,Unverified,Wet Zone,Bitter Gourd,9.462417903186573
Colombo,Maha,Carrot,2018,78.76,1203.42,Wet,Supported envelope,Wet Zone,Carrot,15.279583544946673
Colombo,Maha,Carrot,2018,98.89,1563.52,Wet,Supported envelope,Wet Zone,Carrot,15.81069875619375
Colombo,Maha,Chilli,2018,77.0,535.76,Wet,Supported envelope,Wet Zone,Chillies (Green),6.957922077922078
Colombo,Maha,Coconut,2018,107.42,3228.11,Wet,Unverified,Wet Zone,Coconut,30.051293986222305
Colombo,Maha,Ginger,2018,80.92,1116.18,Wet,Supported envelope,Wet Zone,Ginger,13.793623331685616
Colombo,Maha,Mango,2018,125.72,3028.96,Wet,Unverified,Wet Zone,Mango,24.09290486796055
Colombo,Maha,Red Onion,2018,71.96,740.58,Wet,Supported envelope,Wet Zone,Red Onion,10.291550861589773
Colombo,Maha,Red Onion,2018,106.56,995.58,Wet,Supported envelope,Wet Zone,Red Onion,9.342905405405405
Colombo,Maha,Rice,2018,98.16,2166.14,Wet,Unverified,Wet Zone,Rice,22.067440912795437
Colombo,Maha,Sesame,2018,56.35,298.17,Wet,Unverified,Wet Zone,Gingelly,5.291393078970719
Colombo,Maha,Turmeric,2018,61.92,597.11,Wet,Supported envelope,Wet Zone,Turmeric,9.643249354005167
Colombo,Maha,Watermelon,2018,181.29,3784.3,Wet,Unverified,Wet Zone,Watermelon,20.874289811903584
Colombo,Maha,Watermelon,2018,173.03,3202.97,Wet,Unverified,Wet Zone,Watermelon,18.511067444951742
Colombo,Maha,Watermelon,2018,109.26,1939.17,Wet,Unverified,Wet Zone,Watermelon,17.748215266337176
Colombo,Maha,Yam,2018,108.12,1173.35,Wet,Unverified,Wet Zone,Yam,10.852293747687753
Colombo,Maha,Yam,2018,121.1,1282.06,Wet,Unverified,Wet Zone,Yam,10.586787778695292
Colombo,Yala,Ash Plantain,2018,222.04,6684.41,Wet,Unverified,Wet Zone,Ash Plantain,30.104530715186453
Colombo,Yala,Banana,2018,209.48,5925.02,Wet,Unverified,Wet Zone,Banana,28.28441856024442
Colombo,Yala,Banana,2018,138.25,4232.22,Wet,Unverified,Wet Zone,Banana,30.612802893309226
Colombo,Yala,Banana,2018,260.11,8333.36,Wet,Unverified,Wet Zone,Banana,32.03783014878321
Colombo,Yala,Banana,2018,178.5,7267.73,Wet,Unverified,Wet Zone,Banana,40.715574229691875
Colombo,Yala,Black Gram,2018,55.92,452.8,Wet,Unverified,Wet Zone,Black Gram,8.097281831187411
Colombo,Yala,Brinjal,2018,59.44,806.17,Wet,Unverified,Wet Zone,Brinjal,13.562752355316285
Colombo,Yala,Brinjal,2018,76.31,909.71,Wet,Unverified,Wet Zone,Brinjal,11.921242301140087
Colombo,Yala,Carrot,2018,60.23,1053.58,Wet,Supported envelope,Wet Zone,Carrot,17.49261165532127
Colombo,Yala,Carrot,2018,78.03,1312.62,Wet,Supported envelope,Wet Zone,Carrot,16.821991541714723
Colombo,Yala,Chilli,2018,75.63,623.94,Wet,Supported envelope,Wet Zone,Chillies (Green),8.249900833002778
